,Train_loss,Train_acc
0,2.212468147277832,0.6087499856948853
1,1.9326983392238617,0.6349999755620956
2,1.0134679526090622,0.7124999761581421
3,1.2404706180095673,0.6712499856948853
4,0.966099888086319,0.7162499725818634
5,1.2332276403903961,0.6574999839067459
6,0.955376535654068,0.7412499785423279
7,1.120804026722908,0.6474999785423279
8,0.8979948163032532,0.7162499725818634
9,0.8780813962221146,0.7274999916553497
10,0.8666888773441315,0.7262499779462814
11,0.9808375388383865,0.658749982714653
12,0.8401580452919006,0.6987499743700027
13,0.7829457819461823,0.7224999815225601
14,0.7753757685422897,0.7312499731779099
15,0.8317139893770218,0.6974999904632568
16,0.8108610957860947,0.7287499755620956
17,0.8655389994382858,0.708749994635582
18,0.9139628410339355,0.6937499791383743
19,0.6989745646715164,0.752499982714653
20,0.7224853485822678,0.7462499886751175
21,0.6178527325391769,0.7787499725818634
22,0.7092401385307312,0.763749971985817
23,0.6655996590852737,0.7637499868869781
24,0.7586776912212372,0.7562499791383743
25,0.6298011988401413,0.7849999964237213
26,0.6202040761709213,0.7837499678134918
27,0.8371478170156479,0.711249977350235
28,0.7719654142856598,0.7362499833106995
29,0.7788185924291611,0.7574999630451202
30,0.7528781741857529,0.7599999755620956
31,0.7118728756904602,0.7749999910593033
32,0.8308352082967758,0.7175000011920929
33,0.784482330083847,0.7199999690055847
34,0.7539618909358978,0.7337499707937241
35,0.7826396077871323,0.7224999964237213
36,0.8041044771671295,0.721249982714653
37,0.7295524179935455,0.75
38,0.8139811605215073,0.7187499850988388
39,0.6808107793331146,0.7662499845027924
40,0.6173922568559647,0.804999977350235
41,0.737007349729538,0.7549999952316284
42,0.6777220666408539,0.7599999755620956
43,0.6709089502692223,0.7799999862909317
44,0.6766314804553986,0.7537499815225601
45,0.8125186860561371,0.7412499785423279
46,0.8322731703519821,0.7262499928474426
47,0.6856317073106766,0.7674999982118607
48,0.8506339937448502,0.7037499696016312
49,0.656803771853447,0.783749982714653
