,Train_loss,Train_acc
0,1.0816122144460678,0.7899999916553497
1,1.5560017973184586,0.762499988079071
2,1.0698914229869843,0.7962499856948853
3,0.848975419998169,0.8324999660253525
4,0.6595390737056732,0.838749960064888
5,0.6837030500173569,0.8187499791383743
6,0.6970873586833477,0.8649999797344208
7,0.552847757935524,0.8474999815225601
8,0.5266186967492104,0.8837499916553497
9,0.6887742094695568,0.8174999803304672
10,0.32203733548521996,0.9049999862909317
11,0.6120589971542358,0.824999988079071
12,0.5126131623983383,0.8412499874830246
13,0.7260828465223312,0.7862499952316284
14,0.501625582575798,0.8712499886751175
15,0.719315655529499,0.7862499952316284
16,0.7636925652623177,0.7849999964237213
17,0.5429526194930077,0.8362499922513962
18,0.6358030587434769,0.7762499898672104
19,0.6935485228896141,0.783749982714653
20,0.5169890373945236,0.8124999701976776
21,0.609758198261261,0.8074999898672104
22,0.5987375825643539,0.8112499713897705
23,0.43401334434747696,0.8599999845027924
24,0.541680596768856,0.8274999707937241
25,0.4316534996032715,0.857499971985817
26,0.4053238704800606,0.8649999797344208
27,0.5014327019453049,0.8487499803304672
28,0.39338216185569763,0.8699999749660492
29,0.49009065330028534,0.8237499892711639
30,0.4353269934654236,0.867499977350235
31,0.40243618562817574,0.8687499612569809
32,0.3965584449470043,0.846249982714653
33,0.34715354070067406,0.8799999803304672
34,0.48224610835313797,0.8512499779462814
35,0.4210849702358246,0.8637499809265137
36,0.33620618283748627,0.8849999755620956
37,0.25430335849523544,0.9037499725818634
38,0.34961535781621933,0.8837499767541885
39,0.3268149755895138,0.8799999952316284
40,0.48114626109600067,0.8274999707937241
41,0.36399222165346146,0.8849999904632568
42,0.4252456985414028,0.8349999636411667
43,0.4137129709124565,0.8562499731779099
44,0.4469219371676445,0.8424999862909317
45,0.313280139118433,0.8924999833106995
46,0.34821007773280144,0.8837499767541885
47,0.3532664179801941,0.8899999856948853
48,0.47933329641819,0.8387499898672104
49,0.4535277709364891,0.8624999821186066
